gesture,rotRate
 InwardRot,"[[-0.0035790055990219103, -0.005797964986413717, 0.01714187115430832], [0.00978926196694374, -0.006074401084333658, 0.007372863590717316], [0.06556104868650439, 0.005899609532207249, 0.00966348592191935], [0.08358465880155562, 0.00888050440698862, 0.003983649425208569], [0.01670309714972974, 0.01262266375124455, 0.005134287290275095], [-0.03688875958323479, 0.011033480055630207, 0.00746447592973709], [-0.02031311020255088, 0.007100352086126802, 0.013902629725635052], [0.016886986792087555, -0.004568592645227907, 0.015402751043438906], [-0.005605937913060188, -0.0098667424172163, 0.01305578276515007], [-0.03702258318662642, -0.007710817735642196, 0.007414104416966437], [-0.026333052664995183, -0.0007969279540702702, -0.0012830570340156555], [-0.030305290594697012, -0.0015518780564889312, 0.0007784198969602585], [-0.045195423066616065, -0.003725872375071049, 0.006289108656346798], [-0.046647913753986366, 0.006563554517924788, 0.0056675663217902175], [-0.06511028110980988, 0.013356518000364305, 0.009106543846428394], [-0.0703174248337746, 0.01408776361495257, 0.006797391921281812], [-0.08406572788953781, 0.007908089086413387, 0.005513405427336693], [-0.09237238764762877, 0.009532770141959194, 0.0029571903869509697], [-0.10523998737335204, 0.012813136912882328, -0.003760747611522674], [-0.11754991114139555, 0.019270960241556168, 0.00553493946790695], [-0.13798129558563232, 0.012442329898476595, 0.01336554624140262], [-0.13351836800575256, 0.009210126474499706, 0.008803628385066986], [-0.015355504117906094, -0.0004831317346543073, 0.015104780904948713], [0.13999854028224945, -0.022209865972399708, 0.030828084796667113], [0.32488101720809937, -0.07705051451921463, 0.05005180463194847], [1.1750348806381226, -0.20382924377918246, 0.05543337017297747], [3.0608141422271733, -0.438112735748291, 0.03622452169656755], [4.985028266906738, -0.6787355542182922, -0.02876748889684676], [5.464611530303955, -0.6817863583564758, -0.15967798233032227], [4.183709144592285, -0.3954123258590698, -0.31165719032287603], [2.4365909099578857, -0.2288083136081696, -0.41064998507499695], [1.1178624629974363, -0.1790764331817627, -0.3953981697559357], [0.5103845596313477, -0.1455005258321762, -0.3780964612960816], [0.6054220199584961, -0.11458596587181093, -0.3005183935165405], [0.7863402366638184, -0.0392940454185009, -0.3226578235626221], [0.795474648475647, -0.0021982272155582905, -0.3222731351852417], [0.5761962532997131, 0.04151499271392824, -0.30021077394485474], [0.2599307894706726, 0.07719859480857849, -0.28467756509780884], [0.015001067891716962, 0.0951240062713623, -0.2233872413635254], [-0.07965099811553955, 0.1024908646941185, -0.11408162117004395], [-0.036717250943183885, 0.08081655204296112, -0.03540522605180742], [0.012875335291028028, 0.0547397583723068, 0.01665751636028289], [-0.2041252851486206, 0.041282594203948975, 0.08900194615125656], [-0.4804149270057678, 0.026648221537470814, 0.1201944500207901], [-0.4724527299404144, -0.008801058866083622, 0.12292863428592682], [-0.3602752089500427, -0.040667437016963966, 0.11179537326097487], [-0.5451607704162598, -0.012740178033709526, 0.1314810812473297], [-1.1726977825164795, 0.06604892760515213, 0.17497676610946655], [-1.7258195877075195, 0.1437159925699234, 0.23738844692707065], [-1.8311972618103027, 0.2077876627445221, 0.2510160207748413], [-1.6818431615829468, 0.2544992566108704, 0.26770976185798645], [-1.8135846853256223, 0.3352050185203552, 0.23745809495449066], [-2.1450586318969727, 0.34262439608573914, 0.19593966007232666], [-2.2294299602508545, 0.28394848108291626, 0.17163249850273132], [-2.0837557315826416, 0.2106991559267044, 0.18967168033123016], [-1.9446470737457275, 0.14356228709220886, 0.16614779829978946], [-1.9171285629272459, 0.08642587810754776, 0.08806881308555603], [-1.8498076200485232, 0.021752092987298962, 0.01567146368324756], [-1.6377091407775881, -0.03279920294880867, -0.03053814545273782], [-1.3226804733276367, -0.06920261681079867, -0.05949176847934722], [-1.0056542158126829, -0.08659285306930542, -0.08234640955924988], [-0.8159358501434326, -0.08614808320999147, -0.09357920289039616], [-0.9177862405776978, -0.046247310936450965, -0.12860088050365448], [-1.2308895587921145, 0.01954501867294312, -0.15820138156414032], [-1.4735244512557983, 0.04975700005888939, -0.1491004079580307], [-1.4496207237243652, 0.06327041238546369, -0.12822921574115753], [-1.3090403079986572, 0.07100707292556763, -0.10374008119106293], [-1.2567516565322876, 0.07567717134952548, -0.0999497473239899], [-1.2964229583740234, 0.08570514619350436, -0.09984763711690904], [-1.1076551675796509, 0.06968505680561067, -0.09543862193822858], [-0.6937248110771179, 0.026363261044025418, -0.06970837712287903], [-0.2872294783592224, -0.0007643812568858267, -0.030323306098580364], [-0.027346253395080573, -0.001947014126926661, -0.01264676544815302], [0.08057302236557004, 0.0015443901065737007, -0.008482646197080612], [0.0318662039935589, 0.009692064486443995, -0.011017176322638987], [-0.07959161698818204, 0.021152863278985023, -0.006701372563838956], [-0.18244528770446775, 0.03641445189714433, -0.008897071704268459], [-0.2261431068181992, 0.03348647803068161, 0.0013361619785428047], [-0.2504216730594635, 0.03378039225935936, -0.014657146297395231], [-0.19441473484039307, 0.03186856955289842, -0.01253068912774325], [0.005594918504357338, 0.014881575480103496, -0.005367205012589693], [0.20408883690834045, -0.014288102276623247, 0.0036539118736982346], [0.2914068102836609, -0.01453541591763497, 0.0016043046489357944], [0.2676672637462616, 0.0017456482164561742, 0.0022530127316713324], [0.1614544242620468, 0.009123499505221844, 0.0173613540828228], [0.06683669984340665, 0.03247556090354918, 0.008351613767445091], [0.12001816928386687, 0.024039922282099724, 0.011282077990472315], [0.2688509225845337, 0.004953787662088871, 0.02547893300652504], [0.3820737600326538, 0.0009912888053804636, 0.022085689008235924], [0.4522861242294312, -0.011932993307709696, 0.0201815627515316], [0.4419196546077728, -0.010921506211161612, 0.00835381913930178], [0.3194677531719208, -0.008486881852149962, -0.002456256188452245], [0.21572671830654144, -0.0037954195868223906, 0.0070882858708500845], [0.2118239849805832, 0.0009759943932294842, 0.010765273123979563], [0.25533178448677063, 0.0018835996743291625, 0.022588377818465226], [0.3293803036212921, -0.008319864049553875, 0.02703243494033813], [0.37674903869628906, -0.014096965081989762, 0.02543343417346477], [0.3902360796928406, -0.010431123897433276, 0.02212312445044517], [0.4217962622642517, 0.002129466738551856, 0.027514085173606862], [0.43845778703689575, 0.001195762306451797, 0.040117762982845286], [0.3928145468235016, -0.007609351538121703, 0.03136737272143364], [0.2920379936695099, 0.0003225503023713826, 0.02429223060607911], [0.17752672731876373, 0.022624984383583083, 0.015582285821437837], [0.1119634360074997, 0.029553463682532314, 0.0036473283544182773], [0.08967304229736328, 0.014402320608496659, 0.0060533443465828896], [0.0965310782194138, 0.011777985841035845, 0.013176576234400272], [0.1367870271205902, 0.005418109241873026, 0.01540552731603384], [0.15273869037628174, 0.0054397755302488795, 0.003832192160189152], [0.13219840824604034, 0.006644418928772211, 0.007803191430866716], [0.07028563320636752, 0.019093766808509837, -0.0043711820617318145], [0.015278570353984831, 0.014150290749967091, -0.010895774699747562], [0.01657246984541417, 0.005096399690955877, -0.007385538425296545], [0.028126591816544533, -0.009193133562803268, 0.0035815499722957602], [0.012304753065109251, -0.010994534008204934, -0.01643693819642067], [0.011048005893826485, -0.005937227979302406, -0.018602125346660617], [0.029148446395993236, -0.0012532606488093734, -0.02364002913236618], [0.04259421676397322, -0.0013178620720282193, -0.010783502832055092], [0.05084241926670072, 0.0015768609009683126, -0.015098889358341694], [0.05682055279612541, 0.0005853855982422831, -0.007959335111081597], [0.058068782091140726, -0.0037185875698924047, -0.013507270254194731], [0.050909802317619324, -0.005466248374432325, -0.010961250402033327], [0.04798298701643944, -0.004265277180820703, -0.006240645423531534], [0.035054270178079605, -0.00833472050726414, 0.0006327060982584952], [0.0274212546646595, -0.008317999541759487, -0.0013398202136158948], [0.022852735593914986, -0.005173167213797571, -0.004484709352254866], [0.02194246649742126, -0.005842610262334349, -0.0017868513241410262], [-0.014739515259861941, -0.0035123641137033714, 0.01962321251630783], [-0.06758715212345122, 0.06567516922950745, 0.02173411101102829], [-0.014217136427760131, 0.049930527806282037, 0.01706848293542862], [0.03737761452794075, 0.006853211205452683, 0.0116959335282445], [0.012130580842494968, -0.008397988975048065, 0.00482570193707943], [-0.0337863080203533, 0.00023696734569966782, 0.0073162131011486045], [-0.04493949562311174, 0.001070860074833036, -0.0041442420333623895], [-0.02767954766750336, 0.009183495305478571, 0.004031510092318058], [-0.011998189613223072, 0.007719270884990692, -0.0059898518957197675], [-0.0006082486361265185, 0.00509919598698616, -0.005999363493174314], [0.017222147434949875, 0.0020420777145773164, -0.006081997416913509], [-0.013812467455863951, 0.0030768290162086487, -0.0067055956460535535], [-0.030964290723204613, 0.017854977399110794, -0.007370586972683671], [-0.026085911318659786, 0.015497583895921709, 0.004306614398956297], [-0.0013564657419919965, 0.00794811267405748, 0.0035014627501368523], [0.016265539452433583, 0.006171346176415682, -0.0003777332603931427], [0.012172261252999302, 0.007115589920431376, 0.0048075923696160325], [-0.010807223618030543, 0.008645251393318176, 0.0032864706590771675], [-0.024334350600838658, 0.00721834925934672, -0.0034565003588795675], [-0.010948371142148972, 0.01700282096862793, -0.004191114567220211], [-0.0038254801183938976, 0.02278720773756504, -0.00015482772141695028], [0.0026513263583183297, 0.00922079849988222, -0.011304417625069616], [-0.0006046537309885027, 0.006390353664755821, -0.010728414170444012]]"
 Left,"[[0.0005105435848236084, -0.00013361172750592232, -0.01064760610461235], [-0.02991740219295025, 0.0008882433176040653, -0.0019201608374714847], [-0.03112754411995412, -0.007362000644206998, 0.013230524025857443], [-0.036646146327257136, -0.02921384572982788, 0.01733864098787307], [-0.048205994069576284, -0.03445443511009216, 0.007475471124053005], [-0.020641878247261047, -0.02478489652276039, -0.0012770080938935276], [0.005602909252047539, -0.018647508695721626, -0.014926240779459475], [-0.015405571088194852, -0.0220456812530756, -0.013074392452836031], [-0.028439480811357488, -0.053591795265674584, 0.01416251715272665], [-0.0199342779815197, -0.08677080273628235, 0.04863378778100014], [-0.03256258741021155, -0.14197568595409393, 0.08337278664112091], [-0.12335161119699478, -0.20806735754013064, 0.12693463265895846], [-0.15890681743621826, -0.3051416277885437, 0.1376655399799347], [-0.08057831227779387, -0.4006896913051605, 0.16869045794010162], [-0.004569435492157936, -0.4984237849712372, 0.23600508272647855], [-0.022199561819434173, -0.6571277379989624, 0.3113621175289154], [-0.11507903784513475, -0.8361154198646545, 0.3756937086582184], [-0.1366795301437378, -1.0230964422225952, 0.4504879415035248], [-0.04514655470848082, -1.2242106199264526, 0.5159257650375366], [-0.007923953235149387, -1.3840408325195312, 0.5337218642234802], [-0.045289967209100716, -1.493685960769653, 0.560733437538147], [-0.2149418443441391, -1.5755709409713743, 0.5925840139389038], [-0.4844268560409546, -1.6108448505401611, 0.5637191534042358], [-0.5116467475891113, -1.560792088508606, 0.5287644863128662], [-0.2948031425476074, -1.479789972305298, 0.4611680507659912], [-0.14793723821640015, -1.3559396266937256, 0.3522898256778717], [-0.1835252046585083, -1.1647106409072876, 0.24757936596870425], [-0.20978502929210666, -0.8944650292396545, 0.16206055879592896], [-0.16170845925807953, -0.6257117986679077, 0.02033739909529686], [-0.08386865258216858, -0.34351396560668945, -0.12779788672924042], [-0.04108550027012825, -0.02123042941093444, -0.20219139754772186], [-0.025917334482073784, 0.26884299516677856, -0.25586375594139105], [-0.09367720782756804, 0.5575026273727417, -0.32549169659614563], [-0.18711993098258967, 0.8308735489845276, -0.36917021870613104], [-0.14443159103393555, 1.0787581205368042, -0.3850329518318176], [-0.1083231270313263, 1.27440083026886, -0.4271976947784424], [-0.1364225447177887, 1.4192456007003784, -0.4686193764209747], [-0.08354481309652327, 1.545044183731079, -0.48241019248962397], [0.0829930379986763, 1.5840921401977541, -0.4357568025588989], [0.09321225434541702, 1.5164564847946167, -0.4165208041667938], [-0.1540871560573578, 1.4494848251342771, -0.4309067726135254], [-0.2893158197402954, 1.4163250923156738, -0.4485761523246765], [-0.1232251152396202, 1.3512505292892456, -0.4713018834590912], [0.13387912511825562, 1.1552138328552246, -0.3838521540164948], [0.018191270530223846, 0.9404956698417664, -0.29915133118629456], [-0.2512135803699493, 0.7647097706794739, -0.22400937974452967], [-0.26591554284095764, 0.6318161487579346, -0.1810933351516724], [-0.14967788755893707, 0.5214869976043701, -0.18185974657535556], [-0.03124605305492878, 0.4156947731971741, -0.11790402233600615], [-0.016035277396440506, 0.30331897735595703, -0.046343397349119166], [-0.13446977734565735, 0.19954878091812134, -0.03531829267740248], [-0.1697128564119339, 0.12430784106254578, -0.03732722997665405], [-0.09791429340839386, 0.0883394926786423, -0.03204960376024246], [-0.0315219573676586, 0.050958070904016516, -0.022957002744078633], [0.04474178701639174, 0.02552611753344537, -0.048403732478618615], [0.04969247430562973, 0.02953350730240345, -0.06955322623252869], [0.021479208022356026, 0.019733265042304996, -0.07115386426448822], [0.008927999064326283, 0.004027349874377251, -0.05604514479637146], [-0.007659766823053359, -0.006432215217500925, -0.03260746225714685], [0.013531671836972231, -0.007279766723513603, -0.02853841707110405], [0.042123638093471534, 0.007753245532512667, -0.014732323586940762], [0.039236504584550864, 0.007783643435686829, -0.008203813806176186], [0.02901022881269455, 0.019722633063793186, -0.005313712637871504], [-0.002948768436908722, 0.03845522925257683, -0.009748218581080432], [-0.00986539758741856, 0.04016617685556412, -0.02072390541434288], [0.02759089693427087, 0.0434037819504738, -0.02268186025321484], [0.041600324213504784, 0.04240678995847702, -0.021516233682632446], [0.04940484836697578, 0.026474753394722942, -0.016206499189138412], [0.0320008248090744, 0.0147224897518754, 0.002295547164976597], [-0.02953936718404293, 0.0003910507075488568, 0.0037274910137057296], [-0.04763568192720413, -0.005058974958956243, 0.002187650650739669], [0.00047352537512779236, 0.002526125637814402, -0.003627475351095201], [0.05694359168410301, -0.00013047200627624989, -0.0020607002079486847], [0.06180958822369576, 0.00891710352152586, -0.00104881264269352], [-0.0005796197801828383, 0.0015079048462212086, 0.0013827681541442873], [-0.02752588316798209, -0.003147206269204615, -0.006145759951323271], [0.0014666188508272175, 0.0005601802840828899, 0.003694887273013593], [0.03367102891206741, 0.006204807199537754, 0.003525165840983392], [0.03338340669870378, 0.01051650196313858, -0.007646489422768354], [0.04953867197036743, 0.02046219259500504, -0.01710938662290573], [0.049801263958215714, 0.01722934469580651, -0.014632684178650384], [-0.0022072121500968924, -0.002550772624090314, -0.006831105332821608], [-0.0125109814107418, -0.0232123751193285, 0.020964041352272027], [-0.0002541821449995041, -0.031111102551221858, 0.021676510572433468], [-0.016607988625764854, -0.03161430358886719, 0.005793686024844646], [-0.003929611295461655, -0.031113460659980774, 0.013753912411630155], [0.015500281006097794, -0.02247568778693676, 0.017302915453910828], [0.0011615529656410213, -0.017216820269823074, 0.02043817937374115], [-0.03485703468322754, -0.0072384690865874264, 0.00510731339454651], [-0.01804409734904766, 0.003646194003522396, -0.004306505434215069], [0.02047000452876091, 0.008674205280840397, -0.005564621184021233], [0.033468231558799744, 0.006329728290438652, -0.005846078507602213], [0.010003915056586266, 0.005500609986484053, -0.01016047596931458], [-0.03131569549441336, -0.001724906614981591, -0.015385027043521403], [-0.035052642226219184, 0.0009495916310697793, -0.012431163340806958], [-0.0049642492085695275, -0.0036829393357038494, -0.005193984601646662], [0.05144083872437477, 0.00010896474123001104, -0.000745745375752449], [0.03912464901804924, 0.009258312173187731, -0.006967764347791672], [0.00180736929178238, 0.009897888638079166, -0.006912750191986558], [0.003737896680831908, 0.004583855625241996, -0.0040431572124361975], [-0.0021423622965812683, 0.0028480447363108392, -0.012367627583444115], [-0.03697078675031662, 0.003507006680592893, -0.008552420884370804], [-0.002198290079832077, -0.0037035217974334947, -0.011517204344272615], [0.015421316027641291, -0.0038924345280975116, -0.01699955016374588], [0.006856059655547142, 0.0049205357208848, -0.0159172024577856], [0.038927577435970286, 0.0004886745009571316, -0.007087187375873326], [0.026180621236562732, -0.0016051412094384425, -0.014578431844711309], [-0.022036708891391758, -0.0012362934648990635, -0.0039678653702139854], [-0.029801154509186745, -0.0002901481930166484, 0.00240446999669075], [-0.03548753634095192, 0.011308792978525162, -0.007086161058396102], [-0.002155812457203866, 0.01364976912736893, -0.007181311491876841], [0.04770229011774065, 0.005518453661352396, -0.01239486783742905], [0.02585611492395401, 0.007597431540489197, -0.0040380209684371966], [-0.014802497811615472, 0.008928079158067703, 0.0002099871635437012], [-0.006054412573575975, 0.007301439996808767, -0.005956941749900578], [0.003730705007910729, 0.01521664019674063, -0.009405583143234256], [-0.006990382447838782, 0.012927766889333723, -0.0051428135484457025], [0.00012252107262611384, 0.009650995023548605, -0.0031202957034111023], [0.007106395438313484, 0.007194761652499437, -0.013689849525690084], [-0.01118339598178864, 0.01076765917241573, -0.012062657624483109], [-0.0045904740691185, 0.004589809570461512, -0.00410817563533783], [0.014943147078156475, -0.005781357642263174, 0.003432678058743478], [-0.005700346082448958, -0.010458972305059431, -0.010306873358786106], [-0.02693053334951401, -0.0036400626413524155, -0.01024786569178104], [-0.02670576423406601, 0.01495104655623436, -0.009903404861688614], [-0.011473281309008598, 0.018542775884270668, -0.005782504566013811], [0.02550484426319599, 0.019442830234766013, -2.817530184984207e-05], [0.035435505211353316, 0.01671312749385833, 0.004140776582062246], [0.02462373487651348, 0.00433055032044649, 0.015004000626504416], [0.01819672994315624, 0.007064437493681908, 0.016687003895640366], [-0.03789050877094269, 0.00448634522035718, 0.006609450094401839], [-0.03220519050955774, 0.001295155379921198, -0.01186455599963665], [0.006558185443282125, 0.007579378783702849, -0.02651810646057129], [0.02736279740929604, -0.001828732434660197, -0.020042326301336292], [0.024354357272386558, -0.0012106314534321427, -0.00602439697831869], [-0.007986538112163544, 0.001682397909462451, 0.004703387618064879], [-0.010902963578701021, 9.932788088917732e-06, 0.001971782185137272], [0.01731136068701744, -0.004714019596576689, -0.009782116860151294], [0.04464458301663399, 0.008318062871694565, -0.008168736472725872], [0.033765174448490164, 0.0159705225378275, -0.010598070919513706], [0.017240921035408974, 0.01495561189949512, -0.011403526179492477], [0.002054646611213684, 0.019373929128050804, -0.009762219153344628], [0.01172352023422718, 0.02515340782701969, -0.007094644475728277], [0.04318276792764665, 0.02498922497034074, -0.005800880957394838], [0.036459356546401984, 0.025734223425388336, -5.7660974562168115e-05], [0.015549547970294952, 0.019952120259404186, -0.0028194719925522804], [0.004305548965930939, 0.01562629081308841, -0.007593112532049418], [-0.008816644549369812, 0.006697815377265215, -0.01957783289253712], [0.007035953924059865, -0.002962249796837569, -0.015501178801059725]]"
 OutwardRot,"[[-0.2691498398780823, 0.04213066026568413, -0.0006924048066139221], [-0.6116176843643188, 0.08457265794277187, -0.02889048680663108], [-1.5078026056289673, 0.19513006508350367, -0.06810340285301207], [-2.855177164077759, 0.3025864660739899, -0.06228253245353696], [-4.063862323760986, 0.34621867537498474, -0.1038426011800766], [-4.707629680633545, 0.35788050293922424, -0.1502523273229599], [-4.794773578643799, 0.3081353306770325, -0.18899360299110413], [-4.257500171661377, 0.21146424114704127, -0.2002648115158081], [-3.1244397163391118, 0.10085452347993852, -0.1702580451965332], [-2.0170855522155757, 0.0022404631599783893, -0.09972767531871797], [-1.8427176475524905, 0.027336819097399708, -0.15402695536613464], [-2.499526023864746, 0.09454545378684996, -0.193519726395607], [-2.8961753845214844, 0.13355247676372528, -0.16764822602272034], [-2.6608188152313232, 0.123115636408329, -0.11856698989868165], [-1.8201392889022827, 0.05975878983736036, -0.01998168043792248], [-0.6803910136222839, 0.01251408364623785, -0.03578883409500122], [0.463728278875351, -0.04766140878200531, 0.0061226245015859595], [1.4084569215774536, -0.09072031080722807, 0.06110027432441713], [1.7875617742538452, -0.10946372896432877, 0.0708775743842125], [1.7456724643707275, -0.09400071948766706, 0.05421794578433037], [1.7418577671051023, -0.08544421195983884, 0.06435476988554004], [2.1324870586395264, -0.10965842753648758, 0.11301848292350768], [2.7182304859161377, -0.14289207756519318, 0.14606332778930664], [2.8598225116729736, -0.16303062438964844, 0.13913552463054654], [2.3894059658050537, -0.1406240463256836, 0.06960298120975494], [2.0306854248046875, -0.1278010755777359, 0.07189342379570007], [2.3262388706207275, -0.1553250253200531, 0.07308673858642578], [2.653373003005981, -0.1427905559539795, 0.10316132754087448], [2.503045558929444, -0.10992883890867232, 0.13236239552497864], [2.1056816577911377, -0.08269769698381424, 0.05383528023958206], [1.741370439529419, -0.07591801136732101, 0.025185607373714447], [1.5357425212860107, -0.08769397437572479, 0.046083964407444], [1.6768721342086792, -0.13623575866222382, 0.06096163392066956], [1.9016739130020144, -0.1519472748041153, 0.041378803551197066], [1.7918002605438232, -0.14773830771446228, 0.03466242551803589], [1.4693480730056765, -0.1248938962817192, -0.005567740648984907], [1.208354115486145, -0.10954286903142928, -0.005199653562158346], [1.0013298988342283, -0.09227118641138077, 0.01589486375451088], [0.8093668818473816, -0.08185453712940216, 0.027434570714831352], [0.8382593989372253, -0.09548532962799072, 0.03032029420137405], [0.8955225348472595, -0.08648610860109329, -0.007720031309872866], [0.8119332790374756, -0.0855289176106453, 0.000926910899579525], [0.6813352704048157, -0.08929805457592012, 8.672103285789491e-05], [0.5627356767654419, -0.09130732715129856, 0.002380844205617905], [0.4209954738616944, -0.07674769312143326, -0.00854237750172615], [0.3203698992729187, -0.057881273329257986, -0.0010762810707092283], [0.3348587155342102, -0.052796516567468636, 0.0106638465076685], [0.35922420024871826, -0.041141346096992486, -0.002179134637117386], [0.29624712467193604, -0.02588763274252416, -0.0026974622160196304], [0.2040443569421768, -0.015666326507925994, 0.0030298959463834754], [0.15227903425693512, -0.01830865815281868, 0.01167656946927309], [0.07573166489601135, -0.008192888461053375, 0.011536373756825924], [0.00891854241490364, -0.013242964632809162, 0.008629343472421171], [0.01159675046801567, -0.008826358243823048, 0.0104681421071291], [0.08600973337888718, -0.008770508691668507, 0.0002340702340006829], [0.07227754592895508, -0.009473716840147972, -0.0005473010241985321], [0.014399595558643341, -0.005420955829322336, -0.013374987989664078], [-0.06675997376441956, 0.00447040516883135, 0.00449520256370306], [-0.12083199620246887, 0.00035152165219187737, 0.007510930299758909], [-0.15637387335300446, 0.009356943890452387, 0.012879139743745329], [-0.05308983474969866, 0.003285697661340237, 0.020327161997556686], [0.036343507468700416, 0.009292399510741234, 0.009062068536877636], [-0.04288339987397194, 0.016408100724220276, 0.0005769701674580574], [-0.13886559009552002, 0.023023506626486768, -0.0021918024867773047], [-0.16035516560077667, 0.02048387937247753, 0.0035403454676270485], [-0.09905906021595004, 0.008122131228446957, 0.0016426919028162965], [-0.0758743733167648, 0.002971844514831901, 0.002971341833472253], [-0.050799116492271416, 0.004285505041480064, 0.00205087848007679], [-0.04549289867281914, 0.005929036997258661, -0.014316681772470474], [-0.09403553605079654, 0.008155610412359238, 0.002497491426765919], [-0.0784451216459274, 0.012235763482749462, -0.0034480923786759377], [-0.04765578359365462, 0.01855255477130413, -0.0025846585631370536], [-0.03700447082519531, 0.023191740736365325, -0.011059407144784927], [-0.07912689447402951, 0.02142207138240337, -0.003165797330439092], [-0.09316561371088028, 0.009829007089138034, -0.007133831735700369], [-0.0732702016830444, 0.006154417060315607, -0.0062799835577607155], [-0.045803956687450416, 0.0026920023374259463, -0.00031454116106033325], [-0.01130097359418869, -0.003591249929741025, -0.009003560990095139], [-0.01708815619349479, 0.003405691822990775, -0.0053213229402899725], [0.002746667712926865, 0.007491341792047026, -0.013710849918425085], [-0.04942559078335762, 0.017633022740483284, -0.01470078527927399], [-0.10784482210874556, 0.022481933236122142, -0.012079207226634027], [-0.07930026948451993, 0.018986344337463386, -0.01128790527582168], [-0.05980166420340537, 0.017812497913837426, -0.01141699310392141], [-0.02262992970645427, 0.007698060013353822, -0.0067752557806670674], [0.04870883375406266, 0.0016549110878258935, -0.0099119646474719], [0.009501377120614057, 0.006515426561236384, -0.011262606829404831], [-0.06878237426280973, 0.013831339776515959, 0.0011712368577718735], [-0.11117205023765564, 0.011948275379836556, -0.0009575039148330683], [-0.05424471199512484, 0.009257283993065355, -6.854068487882614e-05], [0.03820639103651045, 0.007838467136025425, -0.01004782319068909], [-0.008347794413566591, 0.015227405354380602, -0.002425589598715305], [-0.06709060072898865, 0.00831519067287445, 0.004016481339931488], [-0.07804271578788757, 0.013967808336019516, 0.002774307504296304], [-0.10500003397464752, 0.01860817521810532, 0.014051006175577646], [-0.10634080320596696, 0.027327079325914397, 0.010985023342072964], [-0.04070506989955902, 0.0316733978688717, -0.0012289946898818012], [-0.055109970271587386, 0.032815076410770416, -0.008184790611267093], [-0.08971202373504636, 0.026827242225408544, 0.0010037990286946297], [-0.07861636579036713, 0.019712930545210842, -0.0032144570723176016], [-0.13223564624786374, 0.024004083126783364, -0.006563115399330853], [-0.13413675129413605, 0.01819418743252755, 0.0014124419540166855], [-0.1490311473608017, 0.021053185686469085, -0.008946226909756659], [-0.1788666695356369, 0.01658906415104866, 0.002524007111787796], [-0.07626453042030333, 0.0034377828706055893, -0.002339380793273449], [-0.04815765842795372, 0.014720700681209562, -0.0045542940497398385], [-0.05233655869960785, 0.016493244096636783, 0.006166868843138215], [-0.07704909145832065, 0.01792142167687416, -0.0011531710624694824], [-0.13474208116531372, 0.020617054775357246, 0.0037559485062956814], [-0.09383593499660492, 0.017055001109838482, 0.0062730927020311356], [-0.08673834055662155, 0.02445109374821186, 0.012836148031055927], [-0.11543750017881392, 0.0264908280223608, 0.011234141886234287], [-0.14049118757247925, 0.02544736303389073, 0.015839774161577225], [-0.08380553126335144, 0.014618114568293096, 0.025436170399188995], [-0.01254360564053058, 0.00873933732509613, 0.004209064878523348], [-0.10619978606700896, 0.023145632818341262, 0.01866010203957557], [-0.14977456629276276, 0.022527607157826424, 0.013510840944945812], [-0.07909853011369705, 0.022017460316419598, 0.004366192035377026], [-0.06671722978353503, 0.02296147495508194, 0.003407378681004046], [-0.10989160090684892, 0.023372095078229908, 0.015554285608232016], [-0.07926058024168015, 0.01274967752397061, 0.014448806643486028], [-0.01888552308082581, 0.011483591981232166, 0.005681793205440046], [-0.08560929447412491, 0.019076397642493248, 0.01190054137259722], [-0.07749930024147034, 0.010053702630102634, 0.016281403601169586], [-0.02547737956047058, 0.010874679312109949, 0.004363149404525757], [-0.09044332802295682, 0.028666688129305836, 0.007103237323462961], [-0.11203797161579132, 0.024414895102381703, 0.004841224290430546], [-0.02354113012552262, 0.02077808044850827, -0.001362608745694161], [-0.03612869232892992, 0.022732973098754883, -0.001614012755453586], [-0.08486427366733551, 0.02273697033524513, -0.004033493809401989], [-0.0312628298997879, 0.012795388698577877, 0.0075640408322215046], [-0.0013378225266933445, 0.00696125905960798, -0.0011696061119437213], [-0.03012313134968282, -0.0019956366159021863, 0.009763849899172785], [-0.02427283301949501, -0.0005547706969082353, 0.01517588738352061], [-0.03380921483039856, -0.0025247682351619014, 0.006451447494328025], [-0.07971638441085815, 0.007514492608606813, -5.138292908668518e-05], [-0.061430983245372786, 0.013518229126930232, -9.4488263130188e-05], [-0.038760427385568605, 0.016514074057340615, -0.0013702176511287685], [-0.05359436944127083, 0.012070533819496635, 0.005396151915192604], [-0.005696751177310944, -0.0013906612293794756, 0.013908031396567822], [0.005441652610898018, 0.0009602629579603672, 0.009205841459333895], [-0.04345851019024849, -0.00037059444002807146, 0.01404472906142473], [-0.035963576287031174, -0.00480898004025221, 0.002132713794708252], [0.0018419902771711343, -0.0002985561732202769, 0.0063418028876185435], [-0.02450332976877689, 0.007786192465573548, 0.0056389169767499], [-0.0365820974111557, 0.004978802520781755, 0.006928001530468466], [-0.0192735455930233, 0.0014330884441733356, 0.00334753282368183], [-0.015363493934273718, -0.004894772544503212, 0.0015694173052906984], [-0.0136225838214159, 0.00021933438256382945, 0.0065690064802765855]]"
