gesture,rotRate
 OutwardRot,"[[0.0036903582513332367, 0.001900206785649061, -0.007517897523939606], [0.010006576776504513, -0.0013360664015635848, -0.007831884548068047], [0.00550290569663048, 0.002333388896659017, -0.003464946523308754], [0.009210161864757534, -0.0016664698487147682, 0.0010888688266277307], [-0.007201436907052994, 0.0012935390695929525, 0.007401929236948486], [-0.00456264428794384, -0.00213731685653329, 0.011773205362260342], [0.011659601703286173, 0.004642501473426817, 0.002857017330825329], [-0.007947122678160664, 0.0025532899890094987, 5.875714123249054e-06], [-0.01298542320728302, 0.007037349045276645, -0.00131988525390625], [0.0074054691940546044, 0.00997757539153099, -0.005044886842370032], [0.010034143924713138, 0.00782073754817247, -0.005349095445126295], [-0.004966245964169502, 0.0001347975339740515, -0.010586392134428024], [0.0007586181163787843, 0.00797223299741745, 8.851010352373123e-05], [0.029329145327210426, -0.002904477994889021, -0.002058759331703186], [0.0031148511916398998, 0.0005618925206363199, 0.0014901692047715194], [-0.02957425266504288, -0.009228096343576908, 0.011510768905282015], [-0.004698731005191803, -0.0023013288155198093, 0.004157134331762791], [0.0035352297127246865, 0.009464288130402563, 0.00784804672002792], [-0.00943063572049141, 0.009173851460218426, 0.002604397945106029], [-0.030029920861124982, 0.010467158630490305, -0.00210426189005375], [-0.03316632658243178, 0.00013280007988214493, -0.0023388490080833426], [-0.035692866891622536, -0.024981342256069183, -0.0181146152317524], [-0.06317628920078278, -0.04712896794080733, -0.034238304942846284], [-0.13162659108638766, -0.06099686771631242, -0.032149475067853935], [-0.2782057821750641, -0.049590148031711585, -0.05194448307156565], [-0.4507204294204712, -0.035295460373163216, -0.02128800004720689], [-0.202062264084816, -0.044823165982961655, 0.0052249850705266], [0.1289922147989273, 0.013840926811099058, -0.0438862517476082], [0.08068993687629697, 0.03071623668074609, -0.01763075590133667], [-0.14532136917114258, 0.008117832243442539, -0.012229751795530321], [-0.049858488142490366, -0.009469456039369106, -0.017662905156612396], [0.1193249449133873, 0.007297654636204241, -0.024414703249931342], [0.06844778358936313, -0.02359198965132237, -0.0061172270216047755], [-0.021356938406825062, -0.04842985048890114, -0.02413605898618698], [0.026684755459427837, -0.04059484601020813, -0.01761280000209809], [0.06248696148395536, -0.026806823909282684, -0.021852515637874603], [0.028062941506505013, -0.0153707917779684, -0.030324144288897507], [-0.040225833654403687, -0.008823182433843613, -0.021818578243255626], [0.021993331611156464, -0.011868773028254506, -0.014478639699518688], [0.09237574785947801, 0.014530514366924768, -0.016098069027066224], [-0.0017803050577640531, 0.0005403968971222639, 0.0004785098135471344], [-0.033576186746358865, -0.011012148112058641, 0.006968214176595214], [0.01656767725944519, 0.004022271372377874, 0.005166928283870222], [-0.02161499857902527, 0.0008083484135568144, 0.0164380744099617], [-0.07247138768434525, -0.007777130231261252, 0.009366202168166636], [-0.044410724192857735, -0.007226578891277316, 0.011438215151429171], [0.0016473159193992615, 0.0053134849295020095, 0.009046204388141636], [-0.02412529289722442, -0.00547229778021574, 0.009306014515459538], [-0.05759989470243454, 0.003440427361056209, 0.0033460492268204693], [-0.060788899660110474, -0.0010781774763017893, 0.0076711382716894184], [-0.08752837032079698, 0.0017911123577505354, 0.010214723646640778], [-0.17457205057144165, 0.003223075065761806, 0.0096411919221282], [-0.2807413637638092, 0.005796601995825768, 0.0013468898832798], [-0.3811422884464264, 0.0350707918405533, -0.008127381093800064], [-0.6672523021697998, 0.07394050061702727, -0.0012030862271785732], [-1.2470922470092771, 0.15148866176605225, -0.03854475170373918], [-1.904672384262085, 0.21050624549388885, -0.08004007488489151], [-2.274281740188598, 0.21400412917137146, -0.0745768994092941], [-2.3042635917663574, 0.2137705683708191, -0.06753124296665194], [-2.400421142578125, 0.2767716646194458, -0.07286155968904498], [-2.928105592727661, 0.3449893593788147, -0.11696278303861618], [-3.5943140983581543, 0.3293626308441162, -0.1584102064371109], [-3.8294272422790527, 0.25690391659736633, -0.2147059291601181], [-3.4279353618621826, 0.18109919130802155, -0.2767428755760193], [-2.959383487701416, 0.07812231779098508, -0.18889164924621585], [-3.1890735626220703, 0.0362718775868416, -0.2199919670820236], [-3.673811912536621, -0.001563233905471862, -0.2758636176586151], [-3.8358328342437744, -0.00888462550938129, -0.2670527696609497], [-3.7902681827545166, -0.05719910562038424, -0.26661449670791626], [-3.8382859230041504, -0.027187542989850044, -0.3119332194328308], [-4.370837211608887, -0.003726291703060271, -0.3314027786254883], [-5.069167137145996, 0.012406758032739162, -0.3491885662078857], [-5.178881168365479, 0.019405106082558632, -0.3624202609062195], [-4.406036376953125, -0.04528581723570824, -0.3012286126613617], [-3.072956323623657, -0.1799032986164093, -0.2585473358631134], [-2.195318460464477, -0.2537755072116852, -0.2443866431713104], [-2.387279272079468, -0.20162415504455566, -0.2436374872922897], [-2.954554319381714, -0.11412443965673448, -0.19357328116893768], [-3.0952768325805664, -0.08450780063867569, -0.1920844465494156], [-2.6329188346862797, -0.10990326851606368, -0.1903067231178284], [-2.0028717517852783, -0.12925103306770325, -0.16256649792194364], [-1.3223772048950195, -0.1274627298116684, -0.10391915589571], [-0.6385824680328369, -0.12277866899967195, -0.04903890192508699], [-0.08940123021602628, -0.11226536333560944, -0.0330081917345524], [0.3975086510181427, -0.08339739590883255, 0.034660030156373985], [1.0018550157546997, -0.0726672559976578, 0.049516208469867706], [1.6027066707611084, -0.07715709507465363, 0.06485240161418915], [1.889850735664368, -0.05934953317046165, 0.0454217866063118], [1.7478299140930176, -0.006380378268659115, 0.018149763345718384], [1.5796775817871094, 0.06224467977881434, 0.04152558371424675], [1.8308106660842896, 0.08757545053958893, 0.03682175651192665], [2.450253963470459, 0.06176622211933136, 0.05238260701298714], [2.8729496002197266, 0.016102731227874756, 0.024416754022240642], [2.816866397857666, 0.010407142341136936, 0.06883839517831802], [2.96865463256836, 0.03351723402738571, 0.1482585072517395], [3.8534848690032963, -0.017095340415835387, 0.15852230787277222], [4.758793354034424, -0.12007806450128555, 0.17373360693454742], [4.680068492889403, -0.1617182344198227, 0.15415267646312714], [3.5807788372039795, -0.058451760560274124, 0.11057111620903017], [2.8284587860107417, 0.06450330466032025, 0.07680580765008926], [3.3359487056732178, 0.02257715910673141, 0.07257910817861557], [4.281091213226318, -0.14960406720638275, 0.17039167881011966], [4.445189476013184, -0.2385388016700745, 0.20123128592967987], [3.593981504440308, -0.13430291414260864, 0.045271925628185265], [2.6592845916748047, -0.05984240770339967, -0.0014708098024129868], [2.580639362335205, -0.16509893536567688, 0.07955943793058395], [3.0609769821166988, -0.2526007890701294, 0.16464374959468842], [3.168083906173706, -0.2188127189874649, 0.11799369007349016], [2.969837188720703, -0.21717390418052676, 0.08983360975980759], [2.8211255073547363, -0.28424209356307983, 0.11749258637428285], [2.616529941558838, -0.3069817125797272, 0.0860690847039223], [2.312446117401123, -0.2855440676212311, 0.05943625420331955], [2.1281182765960693, -0.31061989068984985, 0.06262577325105664], [1.9533944129943848, -0.2778785228729248, 0.013640689663588995], [1.5501819849014282, -0.19032354652881625, -0.033314451575279236], [1.0679044723510742, -0.14961937069892886, -0.027657747268676758], [0.7517128586769104, -0.09476154297590256, -0.04631209000945091], [0.5955030918121338, -0.04472580924630165, -0.07747133821249008], [0.5068711638450623, -0.004585351794958113, -0.09523892402648926], [0.43791624903678894, 0.02615070343017578, -0.11821922659873962], [0.33279287815093994, 0.05356945097446444, -0.14168722927570346], [0.21782049536705014, 0.06309687346220019, -0.14523087441921234], [0.1475544571876526, 0.08092903345823288, -0.14677254855632782], [0.052903711795806906, 0.08979623764753343, -0.12359896302223206], [0.01165773905813694, 0.09858505427837368, -0.09100175648927687], [0.009284064173698424, 0.11116380989551544, -0.07183141261339188], [-0.0657325237989426, 0.11193808913230896, -0.0313255675137043], [-0.0755655765533447, 0.09213201701641087, 0.002415350638329984], [-0.05145944654941557, 0.08482217788696292, 0.0012888340279459953], [-0.07879093289375308, 0.06628323346376416, 0.014892109669744968], [-0.05036941170692442, 0.05189257115125656, 0.016544332727789886], [-0.0056300386786460885, 0.04604021832346916, -0.017225537449121475], [-0.07034911215305326, 0.04246572405099869, -0.01729451492428779], [-0.09634143114089964, 0.02037109434604644, -0.015094591304659847], [-0.03333370387554169, 0.019620651379227645, -0.03019201196730137], [0.004118196666240692, 0.0197878424078226, -0.028223328292369843], [-0.02108249813318253, 0.024842789396643646, -0.025294650346040736], [-0.03932701796293259, 0.015662491321563714, -0.008077161386609081], [-0.022135112434625626, 0.022710565477609638, -0.01240837387740612], [-0.019387796521186832, 0.0188674721866846, -0.0014919638633728027], [0.0010712724179029463, 0.016009539365768433, -0.003118051216006278], [0.00673688389360905, 0.01101413369178772, -0.003955995664000511], [-0.006392901763319972, 0.003488401882350445, -0.005892683751881124], [-0.011447714641690254, 0.0013700285926461224, -0.008783774450421333], [-0.029370388016104695, 0.0023280251771211637, -0.0105186328291893], [-0.010203884914517404, 0.0043971482664346695, -0.013743872754275804], [-0.002596430480480195, 0.011616121977567671, -0.01721256412565708], [-0.006966413930058479, 0.018480952829122543, -0.015245553106069563], [-0.02655489556491375, 0.01609428599476815, -0.007778924889862535]]"
 OutwardRot,"[[-0.0032447800040245056, 0.012181644327938551, 0.0011882800608873367], [-0.027757845818996433, 0.02696751430630685, -0.00030601955950260173], [-0.012680491432547564, 0.024181829765439037, -0.01857971772551537], [0.0012590270489454265, 0.025179944932460785, 0.0006485339254140853], [0.011632971465587612, 0.005285998806357385, 0.005299211479723454], [-0.002519199624657631, -0.002070851158350705, 0.002981996163725854], [-0.04338913410902023, -0.004003850743174553, 0.007807034999132159], [-0.03757425397634506, -0.008249480277299881, 0.003273649141192437], [0.016650766134262085, -0.010490321554243565, 0.012045646086335186], [0.006804527714848518, -0.0014636503765359517, 0.011864435859024528], [-0.02421184629201889, -0.010549653321504593, 0.02760242484509945], [0.0070993378758430455, -0.014776830561459068, 0.018358251079916958], [0.02510576881468296, 0.003136389190331101, 0.022616647183895104], [-0.006131779402494429, -0.004087207373231648, 0.02684091404080392], [-0.018281785771250725, -0.004026467446237801, 0.006930740550160408], [-0.03097281232476233, 0.001595883630216121, 0.0034314999356865896], [-0.04113730043172835, 0.017123404890298843, 0.002579782158136369], [-0.001714793965220452, 0.014571298845112325, 0.0023118676617741585], [0.038872316479682915, 0.018953949213027958, -0.005700099747627974], [-0.004292866215109825, 0.024454955011606216, -0.011423118412494665], [-0.044422309845685966, 0.027284163981676112, 0.0037465123459696757], [-0.0263077523559332, 0.035432104021310806, 0.004754785448312758], [-0.003825481981039046, 0.029748290777206414, 0.01953723281621933], [-0.008923437446355816, 0.026055002585053454, 0.014878677204251284], [-0.024213310331106182, 0.027007443830370917, 0.025092661380767826], [-0.02678872086107731, 0.02841018885374068, 0.019106332212686542], [-0.04099295660853386, 0.026116253808140755, 0.009163801558315754], [-0.04934742301702498, 0.028564784675836556, 0.006444333121180532], [-0.06360439211130145, 0.03844427317380905, 0.0035955123603343955], [-0.12405841797590254, 0.04656558483839035, 0.004573957994580269], [-0.2543429136276245, 0.06320995837450025, -0.01108048390597105], [-0.6070969700813293, 0.10961660742759703, -0.050028946250677116], [-1.0242979526519775, 0.10927983373403548, -0.08662120252847673], [-1.2046409845352173, 0.08306627720594406, -0.09950656443834302], [-0.8188984394073486, -0.0017297771992161874, -0.03412070870399475], [-0.09677046537399292, -0.06530743837356567, 0.016280528157949448], [0.12138263136148453, -0.0331617146730423, 0.038489997386932366], [-0.2974443137645721, 0.0007821163162589072, 0.04051704332232475], [-0.9229863286018372, 0.06921636313199997, -0.0176272951066494], [-1.4973185062408447, 0.12633512914180756, -0.0736037865281105], [-1.7622952461242676, 0.08506718277931212, -0.057351578027009985], [-1.7029592990875244, 0.049922328442335136, -0.02698800154030323], [-1.844959735870361, 0.09575212001800536, -0.0561654791235924], [-2.550527572631836, 0.13403628766536713, -0.11855291575193405], [-3.3708069324493413, 0.0999295637011528, -0.1966276317834854], [-3.5265896320343018, 0.03220990672707556, -0.2020445019006729], [-2.8599400520324707, -0.06084405630826952, -0.12732225656509402], [-2.089733362197876, -0.1153097152709961, -0.07560967653989792], [-2.0534090995788574, -0.1064661145210266, -0.09518972784280776], [-2.730661630630493, -0.055107589811086655, -0.1273186355829239], [-3.3584392070770264, -0.02568219043314457, -0.1292092204093933], [-3.2952954769134517, -0.023022815585136417, -0.11572235822677612], [-2.740018606185913, -0.06957157701253891, -0.07434726506471634], [-2.509821891784668, -0.12444258481264114, -0.08399353921413423], [-2.648914337158203, -0.0617145299911499, -0.05338000506162642], [-2.935941219329834, -0.003880222560837865, -0.05830095335841179], [-2.9924650192260738, -0.0046944268979132175, -0.042280517518520334], [-2.8086698055267334, -0.08349466323852539, -0.04697723314166069], [-2.631786823272705, -0.09587936848402023, -0.028231849893927574], [-2.4430878162384038, -0.09315820783376694, -0.00431046262383461], [-2.338590383529663, -0.11398829519748688, -0.02853061817586422], [-2.4938809871673584, -0.11730701476335526, -0.0444551445543766], [-2.7943243980407715, -0.07940202951431273, -0.06261276453733441], [-2.688706159591675, -0.07852450013160706, -0.014397678896784775], [-2.271705150604248, -0.15401223301887512, -0.06104538217186928], [-2.126818418502808, -0.18079054355621335, -0.08826977014541626], [-2.585956573486328, -0.14504431188106534, -0.12894320487976074], [-2.922094821929932, -0.10854435712099077, -0.05876624956727027], [-2.473031044006348, -0.1742708683013916, -0.05139431357383728], [-1.674445867538452, -0.2561180591583252, -0.07352076470851895], [-1.3113646507263184, -0.2442580908536911, -0.08520169556140897], [-1.3762322664260864, -0.20005708932876587, -0.023973379284143448], [-1.3953331708908079, -0.1695655882358551, -0.006353069096803668], [-1.1338385343551636, -0.14974530041217804, -0.006000618450343607], [-0.6964021921157837, -0.1405840963125229, 0.011938244104385376], [-0.39531734585762013, -0.13190139830112454, 0.0059981774538755426], [-0.27817702293396, -0.10586149245500563, 0.01670613884925843], [-0.05818872153759001, -0.09118343144655228, 0.04851044714450836], [0.33553966879844666, -0.09856100380420682, 0.05752570182085035], [0.7627564668655396, -0.09054359048604964, 0.07492276281118393], [0.9477038979530334, -0.07829660922288895, 0.048384670168161385], [0.812167763710022, -0.04705013707280159, 0.03014094941318035], [0.5398715138435364, -0.007615000940859316, 0.0413159541785717], [0.5476095676422119, 0.010990831069648266, 0.052456945180892924], [1.0119693279266355, 0.0013911437708884482, 0.07346004247665402], [1.6480598449707031, -0.027209758758544908, 0.07689057290554048], [1.7397595643997192, -0.030036134645342837, -0.010739903897047045], [1.0476305484771729, 0.04546396806836128, -0.001893796026706696], [0.293222039937973, 0.11913757771253584, 0.020611703395843516], [0.4921352863311768, 0.10266617685556413, 0.05371464043855667], [1.5207921266555786, 0.017193086445331573, 0.10359778255224228], [2.444501638412476, -0.06875801831483841, 0.09758052229881284], [2.465038776397705, -0.0618940107524395, 0.03958391398191452], [1.2076942920684814, 0.10008661448955536, 0.03861862793564797], [1.317025661468506, 0.10482481867074966, 0.0760965347290039], [1.7831571102142334, 0.030453821644186974, 0.06871961802244186], [2.5860297679901123, -0.030454404652118693, 0.10086796432733536], [2.7141313552856445, -0.031025519594550133, 0.04477327316999435], [2.246978044509888, 0.014822834171354769, 0.042766615748405463], [1.7731305360794067, 0.07326577603816986, 0.027944527566432942], [1.8231912851333616, 0.08382752537727356, 0.06418713927268982], [2.40835952758789, 0.04043028876185417, 0.0832189321517944], [3.008439064025879, -0.01719777658581733, 0.10103954374790193], [3.162670135498047, -0.04938430711627005, 0.04857051745057106], [2.716377258300781, -0.0022319164127111435, 0.01726045832037925], [2.364832878112793, 0.04479442909359932, 0.03794747591018677], [2.453700542449951, 0.006211902014911173, 0.05149352550506592], [2.681588649749756, -0.039573464542627335, 0.05624936148524285], [2.4925005435943604, -0.04059389606118202, 0.045358061790466316], [2.137472152709961, -0.013933446258306505, -0.012773874215781685], [2.1277494430541988, -0.045016109943389886, 0.013297293335199356], [2.353366613388061, -0.08693704754114151, 0.051004610955715166], [2.1286656856536865, -0.05967205762863158, 0.045682094991207116], [1.9717134237289429, 0.035226907581090934, 0.10913445800542833], [1.5034195184707642, -0.017204226925969124, 0.0010626940056681633], [1.2412009239196775, -0.042502447962760925, 0.01722230017185212], [1.581714153289795, -0.12608148157596588, 0.07071603834629063], [1.8671875, -0.10774201899766922, 0.055925101041793816], [1.429004788398743, -0.046025451272726066, 0.005948301404714583], [0.7612402439117432, -0.028050292283296595, -0.002581118606030941], [0.5223612189292908, -0.061348766088485725, 0.03401893004775046], [0.9243307709693908, -0.1333095133304596, 0.06967280060052873], [1.3725950717926023, -0.136379212141037, 0.06901431828737259], [1.1707894802093506, -0.04813815653324127, 0.0260627381503582], [0.5554017424583435, -0.00766666606068611, 0.015334154479205603], [0.28496304154396057, -0.054851986467838315, 0.04147471860051155], [0.629908561706543, -0.10232660919427873, 0.049593172967433916], [1.0375006198883057, -0.07169599831104279, 0.030365683138370517], [0.9526970386505128, -0.02653963305056094, 0.02291130460798741], [0.7220523357391357, -0.06111381575465202, 0.0533291697502136], [0.680745005607605, -0.06051428243517878, 0.031562283635139465], [0.8990762829780579, -0.09297379851341243, 0.04441244900226593], [1.055355429649353, -0.07610216736793518, 0.009283605962991714], [0.9825595617294312, -0.07247900962829593, 0.009181531146168705], [0.8682312965393066, -0.10233405232429504, 0.023094072937965383], [0.9533097147941588, -0.11808402091264725, 0.01821139454841613], [1.0672888755798342, -0.09257088601589204, -0.005516912322491407], [1.0788593292236328, -0.09606067091226578, -0.008436383679509163], [1.0816738605499268, -0.11118412017822266, -0.006504678167402743], [1.0784282684326172, -0.10838859528303146, -0.03901708126068114], [0.989368498325348, -0.09830524027347563, -0.06638509035110474], [0.8539953827857971, -0.09667384624481204, -0.06793524324893951], [0.7094933986663818, -0.0844458490610123, -0.09140226244926453], [0.5866090655326843, -0.07967828959226607, -0.10215853899717332], [0.5080767273902893, -0.06611096858978271, -0.114261694252491], [0.4540214538574219, -0.04751058295369148, -0.11889658123254775], [0.3868843317031861, -0.020629944279789925, -0.1237415224313736], [0.2898277044296265, -0.007230421993881464, -0.14046940207481384], [0.2406138330698013, 0.00940744951367378, -0.132713183760643]]"
 OutwardRot,"[[0.013424610719084741, -0.02187457308173179, -0.015399598516523838], [0.02540830336511135, 0.006258526816964152, -0.010632806457579136], [-0.02010831423103809, 0.025868447497487068, 0.002938928082585336], [-0.03855496644973755, 0.013769630342721944, 0.007249710150063034], [0.006979763507843018, 0.005128472112119198, 0.015727616846561432], [0.009828677400946615, -0.0014263475313782696, 0.008698356337845325], [-0.03296432644128798, -0.01676973141729831, 0.0029311673715710627], [0.012704227119684223, -0.024784039705991738, -0.0043226741254329655], [0.04528267681598663, -0.008857879787683487, -0.012250448577106], [0.01767621375620365, -0.010769249871373177, -0.005480845458805559], [0.00529691204428673, 0.002582869958132505, -0.012839463539421558], [0.014477226883172987, -0.0047443797811865815, 1.8315389752388e-05], [0.0101795494556427, 0.0008911925833672285, 0.0038175052031874657], [-0.004460511729121208, 0.003289236221462489, 0.0060990350320935275], [-0.020099259912967682, -0.0008978815749287605, 0.0033501591533422483], [5.209818482398987e-06, -0.005194892175495625, 0.004304636269807817], [0.01765118166804313, 0.001993912039324642, -0.006597014144062996], [-0.006410343572497365, -0.0013490585843101144, -0.006354172714054587], [-0.022542841732501984, 0.0011722131166607141, -0.010526622645556928], [-0.01990458369255066, 0.0012263697572052485, -0.01079936791211367], [-0.012700332328677172, 0.0017775499727576978, -0.01140599884092808], [0.002124954015016556, 0.002819225424900651, -0.009832488372921944], [-0.0015500765293836596, -1.5119789168238642e-05, -0.0026505514979362496], [-0.017678312957286838, -0.0042765382677316666, -0.0031117741018533715], [-0.007118480280041692, -0.001366026815958321, -0.006329861935228112], [-0.015354038216173647, -0.0012129709357395768, -0.010580343194305895], [-0.01691158860921859, 0.0029389159753918648, -0.0030839238315820685], [-0.0004171673208475114, 0.010273433290421966, -0.0026543186977505684], [0.009617889299988748, 0.005194936878979206, -0.010099831968545914], [-0.013891963288187986, 0.005568616092205049, -0.007063789758831263], [-0.014961489476263528, 0.002119632903486491, -0.0004047462716698647], [0.004116065800189972, -0.0019784020259976387, -0.0005277460440993309], [-0.01217702217400074, 0.00032163690775632853, 0.008274799212813377], [-0.026914022862911224, -0.00481348903849721, 0.0005850363522768023], [-0.004767840728163719, -0.010261992923915386, 0.007425290532410142], [-0.002215865999460221, 0.0035241066943854076, 0.0021707210689783088], [-0.054753378033638, 0.0034391521476209177, 0.006982519291341307], [-0.06491599977016449, 0.014117172919213772, -0.0036266390234231953], [-0.07975167036056516, 0.011643705889582634, 0.0034111067652702327], [-0.060441486537456526, 0.006971132010221481, 0.021884199231863025], [-0.05328144878149035, 0.023445695638656616, 0.013503612019121649], [-0.13843561708927155, 0.01966139860451221, 0.02836344391107558], [-0.23138153553009036, 0.04098540544509889, 0.02206141129136085], [-0.3283592462539673, 0.06567781418561937, 0.03333842009305954], [-0.4606086015701294, 0.08841618895530699, 0.03560320660471916], [-0.7900210022926331, 0.15252527594566345, -0.0004187095910310745], [-1.6312880516052246, 0.2999933362007141, -0.14512285590171814], [-2.844067096710205, 0.4052481055259705, -0.21871334314346316], [-3.5466058254241943, 0.3455741107463837, -0.18539799749851227], [-3.3492591381073, 0.25872913002967834, -0.20292620360851288], [-2.782897472381592, 0.2064187377691269, -0.14159926772117615], [-2.776787281036377, 0.22472041845321652, -0.1455506682395935], [-3.314378499984741, 0.19949281215667725, -0.2002612054347992], [-3.931952953338623, 0.15033407509326935, -0.22898884117603305], [-4.122798442840576, 0.1225019171833992, -0.2055138796567917], [-3.719592571258545, 0.06324046850204465, -0.12069444358348845], [-3.1876606941223145, -0.03072534315288067, -0.1360713094472885], [-3.1245968341827397, -0.07134009152650833, -0.14320680499076846], [-3.443578720092773, -0.07280037552118301, -0.12620045244693756], [-3.603262186050415, -0.05794593319296839, -0.1183481216430664], [-3.1574647426605225, -0.048389043658971766, -0.06966979801654817], [-2.437112331390381, -0.144974023103714, -0.051367606967687614], [-1.8428808450698853, -0.17619584500789642, 0.0022331904619932183], [-1.4935483932495115, -0.15076181292533875, 0.030309071764349937], [-1.3032842874526978, -0.09516388922929764, 0.04924018681049347], [-0.9959263801574708, -0.07203024625778195, 0.07382618635892868], [-0.5040696859359741, -0.07684240490198135, 0.07262513786554338], [0.0420922115445137, -0.08353234082460402, 0.11358873546123505], [0.40618160367012013, -0.07616088539361954, 0.10792149603366852], [0.5385888814926147, -0.06681919842958448, 0.11021032929420473], [0.4527890682220459, -0.03562007844448088, 0.07339498400688171], [0.6018784046173096, -7.57398083806038e-07, 0.08463066816329959], [1.493716835975647, -0.057118885219097165, 0.09799084067344667], [2.755643129348755, -0.1571156531572342, 0.1031741499900818], [3.520287275314331, -0.17921483516693115, 0.14587287604808807], [3.731409549713135, -0.14835795760154724, 0.14207684993743894], [3.985628843307495, -0.11936711519956587, 0.13914036750793454], [4.591099739074707, -0.14375217258930206, 0.16139617562294006], [5.250045299530028, -0.19011543691158292, 0.19662165641784668], [5.3719825744628915, -0.20611022412776947, 0.20792387425899506], [4.814503192901611, -0.15459389984607694, 0.15067976713180542], [3.729801893234253, -0.09664464741945268, 0.11275388300418855], [2.850502252578736, -0.15359610319137573, 0.017532670870423317], [2.860185146331787, -0.3336755633354187, 0.03041213750839233], [3.165726661682129, -0.4372158050537109, -0.0009762607514858246], [2.7575876712799072, -0.3969378173351288, -0.06290308386087415], [1.7279235124588013, -0.3239125609397888, -0.06606554985046384], [1.0863257646560671, -0.3645480275154114, -0.050320565700531034], [1.0623030662536619, -0.3191400170326233, -0.0702192485332489], [1.0081801414489746, -0.2431153506040573, -0.0705222338438034], [0.7701060175895691, -0.21097485721111295, -0.042565703392028816], [0.5117133855819702, -0.1497032791376114, -0.05789995938539505], [0.3488253653049469, -0.09899121522903444, -0.05200036987662313], [0.2769729197025299, -0.053167935460805886, -0.04200392961502075], [0.2430496960878372, -0.02974187396466732, -0.032149206846952424], [0.20704202353954315, -0.015184485353529453, -0.041755609214305885], [0.10839679837226868, -0.00909834448248148, -0.03780066594481468], [0.03637906163930893, -0.00690930197015405, -0.028921227902173982], [0.012299161404371263, -0.009209531359374523, -0.029593866318464286], [-0.014812752604484553, -0.010841916315257546, -0.018078356981277462], [0.03162945061922075, -0.012904171831905842, -0.011558977887034416], [0.09862632304430008, -0.0048359734937548655, -0.015677936375141144], [0.04940737783908844, -0.0007811591494828465, -0.012157618999481198], [-0.023160163313150413, -0.008587511256337166, -0.020580627024173737], [-0.03303929418325423, -0.00354361766949296, -0.02324751392006874], [-0.03224007785320282, 0.00279877637512982, -0.0074727372266352185], [0.0033779703080654144, 0.004446074832230806, -0.004857246764004229], [0.02556329965591431, 0.008645289577543736, -0.010091613978147508], [-0.019889533519744863, 0.01415748149156571, 0.004233909770846367], [-0.019444920122623444, 0.011398466303944588, 0.000917094759643078], [-0.02736010029911996, 0.01815696060657501, 0.003224382176995276], [-0.019818961620330814, 0.010922007262706751, 0.004460278898477556], [7.791444659233093e-05, 0.012088871560990809, -0.005187288857996464], [-0.01239020749926567, 0.010703343898057938, -0.0072079817764461014], [-0.00332600437104702, 7.723481394350529e-05, -0.013179815374314785], [0.011713529005646702, 0.0016877814196050167, -0.014574247412383556], [-0.003026265650987625, -0.003970065619796514, -0.013805621303617954], [-0.04501312971115111, -0.00043121981434524065, -0.007217721082270148], [-0.06273180991411206, 0.00667156372219324, 0.00037202145904302597], [-0.01937261596322059, 0.012436280958354471, 0.004130046814680098], [0.003861866891384125, 0.026556475088000287, -0.0009506186470389363], [0.01613304764032364, 0.01759278774261474, 0.012595931999385357], [0.02096974849700927, 0.018161961808800697, -0.001980157569050788], [0.00846114382147789, 0.004762763157486916, 0.008978711441159245], [0.0163186676800251, -0.003505153814330697, 0.00013754889369010923], [-0.004190066829323769, -0.01077992096543312, -0.009966559708118435], [-0.04951600357890129, -0.002183274831622839, -0.003132127225399016], [-0.027187529951334, 0.0008705717045813796, -0.010846505872905254], [0.026707526296377185, 0.009896462783217428, -0.010139399208128452], [0.025332005694508556, 0.003542806487530471, -0.004719485528767107], [-0.0037798061966896053, 0.0044610644690692425, -0.007231911644339564], [-0.029228707775473595, 0.005261268001049757, 0.003364464268088342], [-0.005289552733302118, -0.0007481547072529793, -0.004234333522617819], [0.002630420029163361, 0.0020038038492202763, -0.0003635818138718605], [-0.023914238438010216, 0.0011378771159797911, -0.00700843473896384], [-0.012008842080831528, -0.003710521850734948, -0.001729097217321396], [0.018286345526576042, 0.007806602865457535, -0.010202058590948582], [-0.02597219496965409, 0.011122163385152815, -0.003128513693809508], [-0.035527750849723816, 0.003722323337569833, 0.0032118260860443115], [0.007927047088742256, 0.016287762671709054, -0.009548596106469631], [-0.04038801789283751, 0.021874390542507168, 0.01139009092003107], [-0.046143375337123864, 0.010834522545337674, 0.013110226020216937], [0.004646033048629761, 0.014739781618118288, -0.0028069550171494484], [0.0034458804875612263, 0.016298282891511917, 0.010002735070884228], [-0.007679341360926628, 0.011047347448766232, 0.005181500688195229], [0.01622093096375466, 0.007534866221249106, -0.004743605852127075], [0.00265265628695488, 0.004254422616213562, -0.012452620081603529], [0.010002315044403076, -0.002720491960644721, -0.016251582652330402], [0.0017088335007429132, 0.004742693621665239, -0.027482055127620687]]"
