time,attitudeRoll,attitudePitch,attitudeYaw,rotationRateX,rotationRateY,rotationRateZ,gravityX,gravityY,gravityZ,accelerationX,accelerationY,accelerationZ,direction
0.0,-0.007442892577549753,0.6091496538118998,0.002339726971529853,-0.035071950405836105,-0.12482167035341266,0.14641398191452026,-0.006104119587689638,-0.5721702575683594,-0.8201121687889099,-0.003356331028044224,-0.049228787422180176,-0.011629104614257812, Left
0.02004600001964717,-0.012843014848030469,0.6080282367907113,0.0067110274205310644,-0.053616605699062334,-0.17539243400096893,0.2111154794692993,-0.010540948249399662,-0.5712502002716064,-0.8207083344459534,0.009167655371129513,-0.04569327831268311,-0.040421366691589335, Left
0.04009199998108672,-0.020721509846967318,0.6072496323156401,0.012506940945886771,-0.020070496946573257,-0.2756386697292328,0.2669513821601868,-0.0170157104730606,-0.5706109404563904,-0.8210442066192627,0.0170462280511856,-0.04265511035919188,-0.05365049839019776, Left
0.06013499997789042,-0.031264051602832875,0.6065949693922533,0.01984643134708745,-0.028052125126123414,-0.3654486238956451,0.34564003348350525,-0.025682169944047938,-0.5700732469558716,-0.8211924433708191,0.003862097859382631,-0.06046587228775022,-0.09708142280578612, Left
0.08018099999753757,-0.04583579895863347,0.606275470177854,0.029730853557197325,0.0356665328145027,-0.5397216081619263,0.4592471718788147,-0.03765357285737991,-0.569810688495636,-0.8209128975868225,0.030726078897714608,-0.08016806840896606,-0.1417182683944702, Left
0.10022700001718476,-0.06578908682418802,0.6065999434538651,0.04199666841346728,0.030151261016726494,-0.7458602786064148,0.5414179563522339,-0.054012741893529885,-0.5700773000717163,-0.8198137283325195,0.03828092291951178,-0.09590792655944824,-0.1718091368675232, Left
0.12027299997862427,-0.09094238089345406,0.6053833431810294,0.056416383386001724,-0.060630038380622864,-0.9417073726654052,0.6430230140686035,-0.07467743754386905,-0.5690773129463196,-0.8188860416412354,0.032227471470832825,-0.08683705329895018,-0.17891663312911987, Left
0.14031799999065694,-0.12073550207662513,0.6025951757075425,0.07233470580244393,-0.057428255677223226,-1.13225519657135,0.675964891910553,-0.09922856837511064,-0.5667824745178223,-0.817870020866394,0.04351872205734253,-0.04158562421798706,-0.1573038101196289, Left
0.16036400001030415,-0.15461213394968182,0.6006466590050065,0.0885697320760676,0.0438770577311516,-1.3276573419570925,0.6778315901756287,-0.12704284489154816,-0.5651760697364807,-0.8151295185089111,0.05889709293842318,0.029058396816253662,-0.15357458591461182, Left
0.18040999997174367,-0.19239557577315086,0.5992724688366478,0.10516276097863073,0.03753074258565901,-1.5128310918807983,0.6985998749732971,-0.15789160132408142,-0.5640418529510498,-0.8105103373527527,0.06467565894126892,0.07225102186203003,-0.15520304441452026, Left
0.20045599999139085,-0.23375065761075076,0.5962334969825663,0.12136527526577795,-0.05009191483259201,-1.7050862312316897,0.6580144762992859,-0.19166193902492526,-0.5615298748016357,-0.804953396320343,0.07911308109760284,0.07387411594390869,-0.11556351184844972, Left
