time,attitudeRoll,attitudePitch,attitudeYaw,rotationRateX,rotationRateY,rotationRateZ,gravityX,gravityY,gravityZ,accelerationX,accelerationY,accelerationZ,direction
0.0,-0.013431911085248001,0.6171481307199475,0.004281559288942704,0.0008314549922943115,0.03246553614735602,-0.01743847690522671,-0.010953826829791066,-0.578711748123169,-0.8154586553573608,0.0045298757031559935,0.00960463285446167,0.01081693172454834, Right
0.02004600001964717,-0.01247207500533857,0.6168897434357541,0.003793269685729686,-0.02263924852013588,0.03543788939714433,-0.02186518162488937,-0.010172979906201366,-0.5785009860992432,-0.8156182765960693,0.0041610170155763635,0.00359553098678589,0.005330801010131836, Right
0.04009200003929435,-0.01145410578849982,0.6166098815292457,0.003345717263774966,-0.0035270731896162033,0.035505644977092736,-0.017842896282672882,-0.00934455450624228,-0.5782727003097534,-0.815790057182312,-0.0006804708391427996,0.009867548942565918,0.0037783384323120117, Right
0.06013700005132705,-0.01038305518166357,0.6164530508041022,0.0028733691646332647,-0.022504493594169624,0.03953082486987114,-0.020088665187358856,-0.008471737615764138,-0.5781447291374207,-0.8158902525901794,0.000796567648649216,0.00914448499679565,0.009341239929199222, Right
0.08018300001276657,-0.009499903838982034,0.6155193278263488,0.002536421196338397,-0.05564433708786967,0.027409752830863,-0.004519520327448847,-0.00775630492717028,-0.5773826241493225,-0.8164368867874146,-0.000834393780678511,0.0012564659118652348,0.0036927461624145508, Right
0.10022900003241376,-0.009014364732533873,0.6147120202960736,0.002406648362683713,-0.01716192439198494,0.018562387675046917,-0.007418713532388208,-0.007364091463387016,-0.5767232775688171,-0.8169063925743103,0.0018709269352257254,0.009676158428192142,0.012127339839935306, Right
0.12027400004444645,-0.008437384546099939,0.6143716681681646,0.002267018328518144,-0.0226775985211134,0.03038948774337769,-0.0022481866180896763,-0.006894407328218222,-0.5764452219009399,-0.8171067833900452,-0.005404177121818067,0.016417086124420166,-0.002427518367767334, Right
0.14032000000588596,-0.00790337909949257,0.6138285072342002,0.002270536200227901,-0.026035044342279424,0.021968571469187737,-0.000772794708609581,-0.0064605409279465675,-0.5760012865066528,-0.8174232840538025,0.0014556576497852802,-0.0021237730979919425,0.0019478797912597656, Right
0.16036500001791865,-0.007419230757622052,0.6134553211396192,0.0021323892275847463,-0.008608784526586533,0.021185658872127533,-0.008474733680486677,-0.006066379602998495,-0.5756961703300476,-0.8176411986351013,0.006691989954560995,0.003979802131652832,-0.0013590455055236814, Right
0.18041100003756586,-0.00719546340326194,0.6131352684601208,0.0021142789184275604,-0.030803434550762177,0.028877878561615958,-0.009478668682277204,-0.005884743761271238,-0.5754344463348389,-0.8178267478942871,0.0033517847768962396,0.005335569381713867,-0.0004562735557556151, Right
0.20045699999900532,-0.00879531322971336,0.6076200459661627,0.003228081310867869,-0.07750409841537473,0.04706989228725433,-0.01867193914949894,-0.007220939267426731,-0.5709151029586792,-0.8209773898124695,0.001498892903327942,-0.0051347017288208025,0.00931662321090698, Right
0.22050300001865253,-0.007912296384013268,0.6075670720198619,0.002978669840583801,-0.08622794598340988,0.07014071941375732,-0.028804998844861995,-0.006496238987892865,-0.5708716511726379,-0.8210136294364929,0.004604148212820292,0.003732919692993164,0.014876544475555418, Right
0.2405480000306852,-0.004069174714378411,0.6065806262379846,0.0012113670243364635,-0.1179218292236328,0.1091962307691574,-0.04481048509478569,-0.0033432331401854736,-0.570061445236206,-0.821595311164856,0.000566133065149188,0.008034408092498776,0.029420018196105964, Right
0.2605940000503324,-0.00035392138154027386,0.6042602721458482,-0.0003140496801049602,-0.15919029712677002,0.16554877161979675,-0.07214125245809555,-0.00029124988941475754,-0.5681535005569458,-0.8229225277900696,-0.0005327250109985472,0.0008926987648010254,0.043442606925964335, Right
0.2806390000041574,0.0041490086068665475,0.6024551481138755,-0.001974914787410372,-0.18994714319705966,0.2704768776893616,-0.11476316303014755,0.0034185526892542826,-0.5666670799255371,-0.8239397406578064,-0.005264866165816782,0.010301053524017334,0.06481504440307617, Right
0.3006850000238046,0.011949177921126573,0.5994290647345916,-0.004925480417496237,-0.2534651458263397,0.4226689338684082,-0.1916770040988922,0.00986569747328758,-0.5641711950302124,-0.8255988955497742,-0.016152318567037582,0.03348571062088014,0.09856343269348143, Right
0.3207310000434518,0.02478597985811797,0.594178823559927,-0.010300687717911308,-0.3763521909713745,0.6443413496017456,-0.3291422724723816,0.02053577080368996,-0.559828519821167,-0.828354001045227,-0.02151233330368996,0.05470156669616697,0.13777172565460205, Right
0.3407770000048913,0.04464224274111955,0.586576360601823,-0.01926083708022938,-0.4019556939601898,0.8871005773544312,-0.4626020789146423,0.037167523056268685,-0.5535129308700562,-0.8320108652114868,-0.02407548204064369,0.07942235469818115,0.17138159275054932, Right
0.360822000016924,0.07130822978374121,0.5784151662456777,-0.03099941041929202,-0.3601340651512146,1.1299349069595337,-0.5551286339759827,0.0596579387784004,-0.5466976165771484,-0.8352021574974059,-0.026470072567462918,0.09567826986312863,0.1822481155395508, Right
0.3808680000365712,0.10353242913210822,0.5699377941004206,-0.044345644032072085,-0.4086006581783295,1.3503787517547607,-0.6326069831848145,0.08701188862323761,-0.5395796895027161,-0.8374262452125549,-0.01875932514667511,0.06345969438552856,0.1660701036453247, Right
0.4009139999980107,0.139006190372542,0.5598873834818543,-0.05799045622603335,-0.4324559271335602,1.4430420398712158,-0.6319824457168579,0.1174030750989914,-0.5310907959938049,-0.839141845703125,0.009000733494758606,0.01572519540786743,0.0960541367530823, Right
